
2021-04-07 11:03:33,184 | E | Instrument.py:173 (loadPersonality) | Error loading instrument personality 'SCEXAO': No module named 'SCEXAO'
2021-09-11 05:35:52,208 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000404', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000404.fits', 50207040)]'
2021-09-11 05:36:39,395 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000405', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000405.fits', 50207040)]'
2021-09-11 06:27:06,123 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000406', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000406.fits', 50207040)]'
2021-09-11 06:27:53,307 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000407', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000407.fits', 50207040)]'
2021-09-11 06:30:51,179 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000408', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000408.fits', 50207040)]'
2021-09-11 06:31:38,363 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000409', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000409.fits', 50207040)]'
2021-09-11 06:32:28,539 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000410', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000410.fits', 50207040)]'
2021-09-11 06:33:15,716 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000411', '/media/data/ARCHIVED_DATA/20210911/kcamlog/SCXB00000411.fits', 50207040)]'
2021-09-11 19:01:58,687 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000412', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000412.fits', 1570334400)]'
2021-09-11 19:03:21,898 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000413', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000413.fits', 2048031360)]'
2021-09-11 19:03:30,035 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000414', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000414.fits', 2048031360)]'
2021-09-11 19:06:26,329 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000415', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000415.fits', 2048031360)]'
2021-09-11 19:06:34,463 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000416', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000416.fits', 2048031360)]'
2021-09-11 19:06:42,604 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000417', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000417.fits', 2048031360)]'
2021-09-11 19:06:51,737 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000418', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000418.fits', 2048031360)]'
2021-09-11 19:07:08,880 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000419', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000419.fits', 2048031360)]'
2021-09-11 19:10:02,176 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000420', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000420.fits', 2048031360)]'
2021-09-11 19:10:10,314 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000421', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000421.fits', 2048031360)]'
2021-09-11 19:10:18,455 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000422', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000422.fits', 2048031360)]'
2021-09-11 19:10:26,589 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000423', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000423.fits', 2048031360)]'
2021-09-11 19:10:34,721 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000424', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000424.fits', 2048031360)]'
2021-09-11 19:10:51,863 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000425', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000425.fits', 2048031360)]'
2021-09-11 19:11:06,001 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000426', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000426.fits', 2048031360)]'
2021-09-11 19:11:14,134 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000427', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000427.fits', 2048031360)]'
2021-09-11 19:15:38,517 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000428', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000428.fits', 2048031360)]'
2021-09-11 19:15:46,651 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000429', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000429.fits', 2048031360)]'
2021-09-11 19:15:54,783 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000430', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000430.fits', 2048031360)]'
2021-09-11 19:16:02,914 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000431', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000431.fits', 2048031360)]'
2021-09-11 19:16:12,072 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000432', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000432.fits', 2048031360)]'
2021-09-11 19:16:26,212 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000433', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000433.fits', 2048031360)]'
2021-09-11 19:16:43,364 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000434', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000434.fits', 2048031360)]'
2021-09-11 19:19:03,636 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000435', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000435.fits', 2048031360)]'
2021-09-11 19:19:11,768 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000436', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000436.fits', 2048031360)]'
2021-09-11 19:19:19,903 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000437', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000437.fits', 2048031360)]'
2021-09-11 19:19:28,037 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000438', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000438.fits', 2048031360)]'
2021-09-11 19:46:34,734 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000439', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000439.fits', 2048031360)]'
2021-09-11 19:50:46,114 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000440', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000440.fits', 2048031360)]'
2021-09-11 19:51:21,274 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000441', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000441.fits', 2048031360)]'
2021-09-11 19:51:53,436 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000442', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000442.fits', 2048031360)]'
2021-09-11 19:52:25,588 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000443', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000443.fits', 2048031360)]'
2021-09-11 19:52:57,749 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000444', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000444.fits', 2048031360)]'
2021-09-11 19:53:29,908 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000445', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000445.fits', 2048031360)]'
2021-09-11 19:54:03,076 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000446', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000446.fits', 2048031360)]'
2021-09-11 19:54:35,234 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000447', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000447.fits', 2048031360)]'
2021-09-11 19:55:07,406 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000448', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000448.fits', 2048031360)]'
2021-09-11 19:55:40,568 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000449', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000449.fits', 2048031360)]'
2021-09-11 19:56:12,727 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000450', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000450.fits', 2048031360)]'
2021-09-11 19:56:45,889 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000451', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000451.fits', 2048031360)]'
2021-09-11 19:59:33,188 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000452', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000452.fits', 2048031360)]'
2021-09-11 20:00:05,348 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000453', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000453.fits', 2048031360)]'
2021-09-11 20:00:37,505 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000454', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000454.fits', 2048031360)]'
2021-09-11 20:13:03,351 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000455', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000455.fits', 2048031360)]'
2021-09-11 20:13:35,507 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000456', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000456.fits', 2048031360)]'
2021-09-11 20:14:07,670 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000457', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000457.fits', 2048031360)]'
2021-09-11 20:14:39,827 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000458', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000458.fits', 2048031360)]'
2021-09-11 20:15:11,987 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000459', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000459.fits', 2048031360)]'
2021-09-11 20:15:45,150 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000460', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000460.fits', 2048031360)]'
2021-09-11 20:16:17,305 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000461', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000461.fits', 2048031360)]'
2021-09-11 20:16:49,461 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000462', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000462.fits', 2048031360)]'
2021-09-11 20:17:24,623 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000463', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000463.fits', 2048031360)]'
2021-09-11 20:17:56,780 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000464', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000464.fits', 2048031360)]'
2021-09-11 20:18:28,941 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000465', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000465.fits', 2048031360)]'
2021-09-11 20:19:01,102 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000466', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000466.fits', 2048031360)]'
2021-09-11 20:19:33,263 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000467', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000467.fits', 2048031360)]'
2021-09-11 20:20:05,418 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000468', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000468.fits', 2048031360)]'
2021-09-11 20:20:40,576 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000469', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000469.fits', 2048031360)]'
2021-09-11 20:21:12,730 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000470', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000470.fits', 2048031360)]'
2021-09-11 20:21:44,890 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000471', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000471.fits', 2048031360)]'
2021-09-11 20:22:17,049 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000472', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000472.fits', 2048031360)]'
2021-09-11 20:22:49,210 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000473', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000473.fits', 2048031360)]'
2021-09-12 06:12:01,427 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000473', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000473.fits', 2048031360)]'
2021-09-12 06:23:48,553 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000474', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000474.fits', 2048031360)]'
2021-09-12 06:23:48,638 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000475', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000475.fits', 2048031360)]'
2021-09-12 06:23:48,679 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000476', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000476.fits', 2048031360)]'
2021-09-12 06:23:48,745 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000477', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000477.fits', 2048031360)]'
2021-09-12 06:23:48,816 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000478', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000478.fits', 2048031360)]'
2021-09-12 06:23:48,887 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000479', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000479.fits', 2048031360)]'
2021-09-12 06:23:48,950 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000480', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000480.fits', 2048031360)]'
2021-09-12 06:23:48,992 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000481', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000481.fits', 2048031360)]'
2021-09-12 06:23:49,038 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000482', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000482.fits', 2048031360)]'
2021-09-12 06:23:49,081 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000483', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000483.fits', 2048031360)]'
2021-09-12 06:23:49,122 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000484', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000484.fits', 2048031360)]'
2021-09-12 06:23:49,198 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000485', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000485.fits', 2048031360)]'
2021-09-12 06:23:49,308 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000486', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000486.fits', 2048031360)]'
2021-09-12 06:23:49,418 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000487', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000487.fits', 2048031360)]'
2021-09-12 06:23:49,532 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000488', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000488.fits', 2048031360)]'
2021-09-12 06:23:49,618 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000489', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000489.fits', 2048031360)]'
2021-09-12 06:23:49,698 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000490', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000490.fits', 2048031360)]'
2021-09-12 06:23:49,754 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000491', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000491.fits', 2048031360)]'
2021-09-12 06:23:49,822 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000492', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000492.fits', 2048031360)]'
2021-09-12 06:23:49,847 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000493', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000493.fits', 2048031360)]'
2021-09-12 06:23:49,962 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000494', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000494.fits', 2048031360)]'
2021-09-12 06:23:50,029 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000495', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000495.fits', 2048031360)]'
2021-09-12 06:23:50,071 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000496', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000496.fits', 2048031360)]'
2021-09-12 06:23:50,152 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000497', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000497.fits', 2048031360)]'
2021-09-12 06:23:50,207 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000498', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000498.fits', 2048031360)]'
2021-09-12 06:23:50,305 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000499', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000499.fits', 2048031360)]'
2021-09-12 06:23:50,350 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000500', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000500.fits', 2048031360)]'
2021-09-12 06:23:50,410 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000501', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000501.fits', 2048031360)]'
2021-09-12 06:23:50,478 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000502', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000502.fits', 2048031360)]'
2021-09-12 06:23:50,563 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000503', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000503.fits', 2048031360)]'
2021-09-12 06:23:50,625 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000504', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000504.fits', 2048031360)]'
2021-09-12 06:23:50,689 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000505', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000505.fits', 2048031360)]'
2021-09-12 06:23:50,764 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000506', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000506.fits', 2048031360)]'
2021-09-12 06:23:50,829 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000507', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000507.fits', 2048031360)]'
2021-09-12 06:23:50,879 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000508', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000508.fits', 2048031360)]'
2021-09-12 06:23:50,940 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000509', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000509.fits', 2048031360)]'
2021-09-12 06:23:51,010 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000510', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000510.fits', 2048031360)]'
2021-09-12 06:23:51,112 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000511', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000511.fits', 2048031360)]'
2021-09-12 06:23:51,180 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000512', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000512.fits', 2048031360)]'
2021-09-12 06:23:51,245 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000513', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000513.fits', 2048031360)]'
2021-09-12 06:23:51,310 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000514', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000514.fits', 2048031360)]'
2021-09-12 06:23:51,371 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000515', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000515.fits', 2048031360)]'
2021-09-12 06:23:51,440 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000516', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000516.fits', 2048031360)]'
2021-09-12 06:23:51,488 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000517', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000517.fits', 2048031360)]'
2021-09-12 06:23:51,558 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000518', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000518.fits', 2048031360)]'
2021-09-12 06:23:51,633 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000519', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000519.fits', 2048031360)]'
2021-09-12 06:23:51,693 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000520', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000520.fits', 2048031360)]'
2021-09-12 06:23:51,746 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000521', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000521.fits', 2048031360)]'
2021-09-12 06:23:51,806 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000522', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000522.fits', 2048031360)]'
2021-09-12 06:23:51,869 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000523', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000523.fits', 2048031360)]'
2021-09-12 06:23:51,944 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000524', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000524.fits', 2048031360)]'
2021-09-12 06:23:51,982 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000525', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000525.fits', 2048031360)]'
2021-09-12 06:23:52,062 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000526', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000526.fits', 2048031360)]'
2021-09-12 06:23:52,121 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000527', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000527.fits', 2048031360)]'
2021-09-12 06:23:52,206 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000528', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000528.fits', 2048031360)]'
2021-09-12 06:23:52,275 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000529', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000529.fits', 2048031360)]'
2021-09-12 06:23:52,343 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000530', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000530.fits', 2048031360)]'
2021-09-12 06:23:52,423 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000531', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000531.fits', 2048031360)]'
2021-09-12 06:23:52,494 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000532', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000532.fits', 2048031360)]'
2021-09-12 06:23:52,563 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000533', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000533.fits', 2048031360)]'
2021-09-12 06:23:52,631 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000534', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000534.fits', 2048031360)]'
2021-09-12 06:23:52,701 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000535', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000535.fits', 2048031360)]'
2021-09-12 06:23:52,810 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000536', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000536.fits', 2048031360)]'
2021-09-12 06:23:52,879 | I | SCEXAO.py:235 (archive_fits) | Submitting framelist '[('SCXB00000537', '/media/data/ARCHIVED_DATA/20210912/kcamlog/SCXB00000537.fits', 2048031360)]'
